DATUM | TYP | VSTUPNI CENA | VYSTUPNI CENA | ZISK/ZTRATA USD | AKTUALNI BALANCE
2025-07-19 03:00:00+00:00 | SHORT | 118357.15 | 118312.53 |    11.45 USD | 66859.36 USD
2025-07-21 18:00:00+00:00 | LONG  | 117209.32 | 117016.59 |  -157.48 USD | 66701.88 USD
2025-07-23 09:00:00+00:00 | LONG  | 118147.54 | 118597.55 |   297.56 USD | 66999.44 USD
2025-07-23 13:00:00+00:00 | LONG  | 117521.95 | 118567.09 |   724.69 USD | 67724.13 USD
2025-07-24 05:00:00+00:00 | LONG  | 117632.69 | 118509.77 |   610.88 USD | 68335.01 USD
2025-07-25 00:00:00+00:00 | LONG  | 117779.95 | 116533.93 |  -512.51 USD | 67822.50 USD
2025-07-25 01:00:00+00:00 | LONG  | 117503.88 | 115427.60 |  -508.67 USD | 67313.83 USD
2025-07-25 03:00:00+00:00 | LONG  | 115427.60 | 115604.83 |   109.00 USD | 67422.83 USD
2025-07-25 05:00:00+00:00 | SHORT | 115604.83 | 115151.24 |   310.45 USD | 67733.28 USD
2025-07-25 11:00:00+00:00 | SHORT | 116600.15 | 116148.73 |   307.47 USD | 68040.75 USD
2025-07-25 13:00:00+00:00 | SHORT | 116148.73 | 115787.05 |   244.43 USD | 68285.17 USD
2025-07-25 18:00:00+00:00 | SHORT | 116562.61 | 117080.91 |  -400.02 USD | 67885.15 USD
2025-07-25 21:00:00+00:00 | SHORT | 117195.22 | 117617.01 |  -325.77 USD | 67559.38 USD
2025-07-29 06:00:00+00:00 | SHORT | 118832.34 | 118854.84 |   -36.25 USD | 67523.13 USD
2025-07-29 15:00:00+00:00 | LONG  | 117416.23 | 117772.66 |   235.96 USD | 67759.09 USD
2025-07-30 18:00:00+00:00 | LONG  | 116576.95 | 117080.19 |   345.30 USD | 68104.39 USD
2025-08-01 06:00:00+00:00 | LONG  | 115136.65 | 114703.29 |  -340.85 USD | 67763.54 USD
2025-08-01 08:00:00+00:00 | LONG  | 114703.29 | 114716.37 |   -10.67 USD | 67752.87 USD
2025-08-01 10:00:00+00:00 | LONG  | 114716.37 | 115767.20 |   755.46 USD | 68508.33 USD
2025-08-01 13:00:00+00:00 | LONG  | 114269.52 | 115368.70 |   803.20 USD | 69311.53 USD
2025-08-05 07:00:00+00:00 | LONG  | 113975.36 | 114681.91 |   516.29 USD | 69827.82 USD
2025-08-05 14:00:00+00:00 | LONG  | 113027.52 | 113118.29 |    49.15 USD | 69876.98 USD
2025-08-05 15:00:00+00:00 | LONG  | 112835.02 | 113592.73 |   565.59 USD | 70442.57 USD
2025-08-07 04:00:00+00:00 | LONG  | 114381.44 | 114701.61 |   225.34 USD | 70667.91 USD
2025-08-07 10:00:00+00:00 | SHORT | 116368.92 | 116402.24 |   -46.49 USD | 70621.42 USD
2025-08-07 12:00:00+00:00 | SHORT | 116402.24 | 116354.54 |    14.99 USD | 70636.41 USD
2025-08-09 08:00:00+00:00 | SHORT | 117120.30 | 117439.90 |  -262.13 USD | 70374.28 USD
2025-08-11 02:00:00+00:00 | LONG  | 121881.50 | 122132.25 |   159.87 USD | 70534.14 USD
2025-08-11 03:00:00+00:00 | LONG  | 121819.73 | 121988.09 |   100.69 USD | 70634.83 USD
2025-08-11 04:00:00+00:00 | LONG  | 122132.25 | 122257.46 |    69.33 USD | 70704.16 USD
2025-08-11 05:00:00+00:00 | SHORT | 121988.09 | 121474.94 |   350.57 USD | 71054.73 USD
2025-08-11 13:00:00+00:00 | LONG  | 120021.54 | 120298.70 |   183.79 USD | 71238.52 USD
2025-08-11 20:00:00+00:00 | LONG  | 118884.69 | 118893.66 |   -14.65 USD | 71223.88 USD
2025-08-11 21:00:00+00:00 | LONG  | 118701.86 | 118727.84 |    -1.88 USD | 71221.99 USD
2025-08-11 23:00:00+00:00 | LONG  | 118727.84 | 119015.50 |   194.34 USD | 71416.33 USD
2025-08-14 11:00:00+00:00 | LONG  | 120991.63 | 118488.84 |  -535.62 USD | 70880.71 USD
2025-08-14 13:00:00+00:00 | LONG  | 118488.84 | 118269.47 |  -185.30 USD | 70695.40 USD
2025-08-14 17:00:00+00:00 | SHORT | 117913.83 | 118128.84 |  -182.35 USD | 70513.05 USD
2025-08-14 20:00:00+00:00 | LONG  | 117890.34 | 118394.40 |   355.71 USD | 70868.76 USD
2025-08-14 21:00:00+00:00 | LONG  | 117966.96 | 118373.78 |   284.24 USD | 71153.00 USD
2025-08-15 00:00:00+00:00 | LONG  | 118288.81 | 118820.62 |   378.52 USD | 71531.52 USD
2025-08-15 01:00:00+00:00 | SHORT | 118805.94 | 119074.12 |  -223.30 USD | 71308.22 USD
2025-08-15 02:00:00+00:00 | SHORT | 118820.62 | 118961.09 |  -126.77 USD | 71181.44 USD
2025-08-15 03:00:00+00:00 | SHORT | 119074.12 | 119005.59 |    29.86 USD | 71211.31 USD
2025-08-15 04:00:00+00:00 | SHORT | 118961.09 | 119188.84 |  -191.77 USD | 71019.53 USD
2025-08-15 05:00:00+00:00 | SHORT | 119005.59 | 119039.13 |   -46.33 USD | 70973.20 USD
2025-08-15 07:00:00+00:00 | SHORT | 119039.13 | 118740.57 |   201.22 USD | 71174.42 USD
2025-08-15 08:00:00+00:00 | SHORT | 118993.62 | 118976.04 |    -8.21 USD | 71166.21 USD
2025-08-15 14:00:00+00:00 | LONG  | 117435.57 | 117443.97 |   -14.99 USD | 71151.22 USD
2025-08-15 15:00:00+00:00 | LONG  | 117359.54 | 117678.01 |   220.00 USD | 71371.22 USD
2025-08-15 16:00:00+00:00 | LONG  | 117443.97 | 117189.33 |  -214.84 USD | 71156.38 USD
2025-08-16 01:00:00+00:00 | SHORT | 117899.32 | 117511.22 |   271.44 USD | 71427.82 USD
2025-08-18 01:00:00+00:00 | LONG  | 116400.41 | 115407.06 |  -535.71 USD | 70892.11 USD
2025-08-18 05:00:00+00:00 | LONG  | 115733.72 | 115287.94 |  -362.59 USD | 70529.52 USD
2025-08-18 06:00:00+00:00 | LONG  | 115287.31 | 115190.61 |   -95.11 USD | 70434.41 USD
2025-08-18 07:00:00+00:00 | LONG  | 115287.94 | 115091.50 |  -171.15 USD | 70263.26 USD
2025-08-18 08:00:00+00:00 | LONG  | 115190.61 | 115151.13 |   -51.18 USD | 70212.09 USD
2025-08-18 09:00:00+00:00 | LONG  | 115091.50 | 115053.34 |   -50.17 USD | 70161.92 USD
2025-08-18 11:00:00+00:00 | LONG  | 115053.34 | 115143.66 |    47.80 USD | 70209.72 USD
2025-08-18 16:00:00+00:00 | SHORT | 116062.88 | 116552.86 |  -391.57 USD | 69818.15 USD
2025-08-18 17:00:00+00:00 | SHORT | 116529.63 | 116405.76 |    71.83 USD | 69889.98 USD
2025-08-19 05:00:00+00:00 | LONG  | 115023.45 | 115001.05 |   -37.97 USD | 69852.01 USD
2025-08-19 14:00:00+00:00 | LONG  | 113937.98 | 113372.85 |  -454.04 USD | 69397.97 USD
2025-08-19 15:00:00+00:00 | LONG  | 113787.05 | 113512.59 |  -230.05 USD | 69167.91 USD
2025-08-19 17:00:00+00:00 | LONG  | 113512.59 | 113166.70 |  -284.21 USD | 68883.71 USD
2025-08-19 19:00:00+00:00 | LONG  | 113166.70 | 113423.86 |   175.00 USD | 69058.70 USD
2025-08-19 22:00:00+00:00 | LONG  | 113174.96 | 113238.50 |    27.75 USD | 69086.45 USD
2025-08-20 05:00:00+00:00 | SHORT | 113692.99 | 113451.27 |   162.88 USD | 69249.33 USD
2025-08-21 11:00:00+00:00 | LONG  | 113145.50 | 113562.16 |   297.99 USD | 69547.32 USD
2025-08-21 17:00:00+00:00 | LONG  | 112411.76 | 112098.30 |  -263.28 USD | 69284.04 USD
2025-08-22 16:00:00+00:00 | SHORT | 116138.51 | 116753.45 |  -479.35 USD | 68804.69 USD
2025-08-22 17:00:00+00:00 | SHORT | 116927.09 | 116641.02 |   189.78 USD | 68994.46 USD
2025-08-22 20:00:00+00:00 | SHORT | 116979.17 | 116714.57 |   174.38 USD | 69168.84 USD
2025-08-23 14:00:00+00:00 | LONG  | 114608.52 | 114971.46 |   253.06 USD | 69421.90 USD
2025-08-24 15:00:00+00:00 | LONG  | 114398.26 | 114323.34 |   -77.65 USD | 69344.25 USD
2025-08-24 17:00:00+00:00 | LONG  | 114323.34 | 112449.15 |  -520.08 USD | 68824.16 USD
2025-08-24 19:00:00+00:00 | LONG  | 112449.15 | 112978.43 |   384.28 USD | 69208.45 USD
2025-08-25 07:00:00+00:00 | LONG  | 111457.55 | 111786.05 |   234.22 USD | 69442.67 USD
2025-08-25 14:00:00+00:00 | SHORT | 112205.30 | 112568.94 |  -302.14 USD | 69140.52 USD
2025-08-25 15:00:00+00:00 | SHORT | 112189.83 | 112516.56 |  -272.44 USD | 68868.08 USD
2025-08-25 17:00:00+00:00 | SHORT | 112516.56 | 110787.20 |  1302.46 USD | 70170.54 USD
2025-08-25 18:00:00+00:00 | SHORT | 112390.84 | 109806.35 |  1995.96 USD | 72166.50 USD
2025-08-25 19:00:00+00:00 | LONG  | 110787.20 | 110165.22 |  -528.09 USD | 71638.41 USD
2025-08-25 20:00:00+00:00 | LONG  | 109806.35 | 110169.95 |   275.02 USD | 71913.43 USD
2025-08-25 23:00:00+00:00 | LONG  | 110227.09 | 109836.50 |  -340.11 USD | 71573.32 USD
2025-08-26 00:00:00+00:00 | LONG  | 109268.77 | 109784.91 |   401.13 USD | 71974.45 USD
2025-08-26 22:00:00+00:00 | SHORT | 111917.23 | 111376.74 |   412.89 USD | 72387.35 USD
2025-08-29 10:00:00+00:00 | LONG  | 110003.23 | 110734.16 |   579.52 USD | 72966.86 USD
2025-08-29 14:00:00+00:00 | LONG  | 108207.61 | 108737.86 |   425.06 USD | 73391.92 USD
2025-08-29 15:00:00+00:00 | LONG  | 108451.42 | 108529.44 |    43.98 USD | 73435.90 USD
2025-08-29 16:00:00+00:00 | LONG  | 108737.86 | 108173.20 |  -498.71 USD | 72937.19 USD
2025-08-30 01:00:00+00:00 | LONG  | 107690.41 | 108411.42 |   588.53 USD | 73525.72 USD
2025-08-30 08:00:00+00:00 | SHORT | 108594.77 | 108457.05 |    94.50 USD | 73620.22 USD
2025-09-01 02:00:00+00:00 | LONG  | 107628.61 | 107398.10 |  -219.18 USD | 73401.04 USD
2025-09-01 03:00:00+00:00 | LONG  | 107691.96 | 107872.78 |   132.03 USD | 73533.07 USD
2025-09-01 04:00:00+00:00 | LONG  | 107398.10 | 108074.45 |   556.79 USD | 74089.86 USD
2025-09-01 07:00:00+00:00 | SHORT | 109362.91 | 109543.79 |  -175.40 USD | 73914.46 USD
2025-09-04 03:00:00+00:00 | LONG  | 111217.60 | 110663.51 |  -482.48 USD | 73431.98 USD
2025-09-04 07:00:00+00:00 | LONG  | 110547.74 | 110816.67 |   201.27 USD | 73633.25 USD
2025-09-04 15:00:00+00:00 | LONG  | 109530.47 | 109814.05 |   216.22 USD | 73849.46 USD
2025-09-04 16:00:00+00:00 | LONG  | 109437.93 | 110018.34 |   467.43 USD | 74316.89 USD
2025-09-04 23:00:00+00:00 | SHORT | 110732.30 | 111081.32 |  -315.09 USD | 74001.80 USD
2025-09-05 01:00:00+00:00 | SHORT | 111081.32 | 111305.12 |  -208.57 USD | 73793.23 USD
2025-09-05 04:00:00+00:00 | SHORT | 111455.86 | 111859.86 |  -356.49 USD | 73436.74 USD
2025-09-05 06:00:00+00:00 | SHORT | 111859.86 | 112632.77 |  -550.78 USD | 72885.97 USD
2025-09-09 01:00:00+00:00 | LONG  | 111407.50 | 111703.98 |   220.59 USD | 73106.56 USD
2025-09-09 17:00:00+00:00 | LONG  | 111039.02 | 111368.67 |   249.37 USD | 73355.92 USD
2025-09-10 09:00:00+00:00 | SHORT | 112275.15 | 112280.67 |   -26.52 USD | 73329.41 USD
2025-09-10 13:00:00+00:00 | SHORT | 113965.63 | 113882.99 |    44.47 USD | 73373.88 USD
2025-09-11 03:00:00+00:00 | SHORT | 114413.35 | 114291.84 |    75.39 USD | 73449.27 USD
2025-09-17 13:00:00+00:00 | LONG  | 116137.44 | 115905.07 |  -205.73 USD | 73243.54 USD
2025-09-17 14:00:00+00:00 | LONG  | 115657.44 | 115677.82 |    -5.84 USD | 73237.70 USD
2025-09-17 15:00:00+00:00 | LONG  | 115905.07 | 116103.16 |   134.49 USD | 73372.18 USD
2025-09-18 02:00:00+00:00 | SHORT | 117002.39 | 117569.38 |  -466.46 USD | 72905.73 USD
2025-09-19 18:00:00+00:00 | LONG  | 115443.84 | 115342.61 |  -101.79 USD | 72803.94 USD
2025-09-19 19:00:00+00:00 | LONG  | 115209.88 | 115526.75 |   228.45 USD | 73032.40 USD
2025-09-21 16:00:00+00:00 | LONG  | 115329.73 | 115592.17 |   185.83 USD | 73218.22 USD
2025-09-22 00:00:00+00:00 | LONG  | 114612.16 | 114319.12 |  -255.96 USD | 72962.26 USD
2025-09-22 17:00:00+00:00 | LONG  | 112448.59 | 112236.99 |  -193.50 USD | 72768.75 USD
2025-09-22 19:00:00+00:00 | LONG  | 112236.99 | 113032.10 |   622.55 USD | 73391.31 USD
2025-09-23 02:00:00+00:00 | LONG  | 111970.12 | 112501.30 |   413.19 USD | 73804.50 USD
2025-09-23 18:00:00+00:00 | LONG  | 111830.70 | 111967.97 |    91.10 USD | 73895.60 USD
2025-09-23 19:00:00+00:00 | LONG  | 111654.03 | 112178.93 |   412.07 USD | 74307.67 USD
2025-09-25 06:00:00+00:00 | LONG  | 111535.85 | 111750.70 |   156.62 USD | 74464.29 USD
2025-09-25 12:00:00+00:00 | LONG  | 111220.30 | 111609.25 |   303.17 USD | 74767.46 USD
2025-09-25 13:00:00+00:00 | LONG  | 110917.44 | 111532.45 |   495.78 USD | 75263.25 USD
2025-09-25 20:00:00+00:00 | LONG  | 109130.31 | 109464.24 |   265.30 USD | 75528.54 USD
2025-09-28 20:00:00+00:00 | LONG  | 110843.12 | 111936.53 |   908.65 USD | 76437.19 USD
2025-09-29 14:00:00+00:00 | LONG  | 114174.57 | 113686.06 |  -431.74 USD | 76005.46 USD
2025-09-30 02:00:00+00:00 | SHORT | 114504.95 | 114164.02 |   260.07 USD | 76265.53 USD
2025-10-02 03:00:00+00:00 | SHORT | 118801.82 | 118427.10 |   277.81 USD | 76543.34 USD
2025-10-02 09:00:00+00:00 | SHORT | 118854.32 | 118811.61 |    11.42 USD | 76554.76 USD
2025-10-03 16:00:00+00:00 | SHORT | 122793.15 | 122480.97 |   220.32 USD | 76775.08 USD
2025-10-05 02:00:00+00:00 | SHORT | 124008.90 | 125223.93 |  -575.81 USD | 76199.27 USD
2025-10-06 02:00:00+00:00 | SHORT | 124048.41 | 123663.52 |   272.67 USD | 76471.93 USD
2025-10-06 16:00:00+00:00 | SHORT | 125369.23 | 126183.23 |  -573.54 USD | 75898.39 USD
2025-10-07 06:00:00+00:00 | LONG  | 123975.23 | 123954.20 |   -38.86 USD | 75859.53 USD
2025-10-07 14:00:00+00:00 | LONG  | 122808.08 | 121866.60 |  -568.95 USD | 75290.58 USD
2025-10-07 17:00:00+00:00 | SHORT | 121238.95 | 121715.80 |  -392.75 USD | 74897.83 USD
2025-10-07 18:00:00+00:00 | SHORT | 120951.17 | 122153.09 |  -561.73 USD | 74336.10 USD
2025-10-07 19:00:00+00:00 | LONG  | 121715.80 | 121968.81 |   170.85 USD | 74506.95 USD
2025-10-08 09:00:00+00:00 | SHORT | 122514.23 | 122921.18 |  -331.71 USD | 74175.24 USD
2025-10-08 12:00:00+00:00 | SHORT | 122637.05 | 122278.80 |   248.61 USD | 74423.85 USD
2025-10-09 08:00:00+00:00 | LONG  | 121332.31 | 122215.20 |   654.61 USD | 75078.46 USD
2025-10-09 16:00:00+00:00 | LONG  | 119976.65 | 120744.41 |   578.04 USD | 75656.50 USD
2025-10-10 00:00:00+00:00 | SHORT | 121833.55 | 121118.52 |   532.34 USD | 76188.84 USD
2025-10-10 17:00:00+00:00 | LONG  | 117743.96 | 116787.39 |  -571.42 USD | 75617.42 USD
2025-10-10 18:00:00+00:00 | LONG  | 117310.22 | 114527.57 |  -567.13 USD | 75050.29 USD
2025-10-10 19:00:00+00:00 | LONG  | 116787.39 | 113937.88 |  -562.88 USD | 74487.41 USD
2025-10-10 20:00:00+00:00 | LONG  | 114527.57 | 113973.13 |  -473.10 USD | 74014.32 USD
2025-10-10 21:00:00+00:00 | LONG  | 113937.88 | 113074.95 |  -555.11 USD | 73459.21 USD
2025-10-10 22:00:00+00:00 | LONG  | 113973.13 | 112762.68 |  -550.94 USD | 72908.26 USD
2025-10-10 23:00:00+00:00 | LONG  | 113074.95 | 111326.34 |  -546.81 USD | 72361.45 USD
2025-10-11 00:00:00+00:00 | LONG  | 112762.68 | 113289.09 |   400.55 USD | 72762.00 USD
2025-10-11 01:00:00+00:00 | LONG  | 111326.34 | 112425.48 |   876.16 USD | 73638.17 USD
2025-10-11 05:00:00+00:00 | LONG  | 112579.92 | 110320.70 |  -552.29 USD | 73085.88 USD
2025-10-11 07:00:00+00:00 | LONG  | 110320.70 | 111799.88 |  1202.99 USD | 74288.88 USD
2025-10-11 10:00:00+00:00 | LONG  | 112218.74 | 112450.36 |   169.38 USD | 74458.25 USD
2025-10-11 11:00:00+00:00 | LONG  | 112351.69 | 112359.00 |   -16.28 USD | 74441.97 USD
2025-10-11 12:00:00+00:00 | LONG  | 112450.36 | 112057.80 |  -347.17 USD | 74094.80 USD
2025-10-11 13:00:00+00:00 | LONG  | 112359.00 | 111975.29 |  -338.52 USD | 73756.28 USD
2025-10-11 14:00:00+00:00 | LONG  | 112057.80 | 111941.45 |  -117.85 USD | 73638.42 USD
2025-10-11 15:00:00+00:00 | LONG  | 111975.29 | 112111.98 |    90.28 USD | 73728.70 USD
2025-10-11 16:00:00+00:00 | LONG  | 111941.45 | 112082.45 |    93.96 USD | 73822.66 USD
2025-10-11 18:00:00+00:00 | LONG  | 112082.45 | 110234.76 |  -553.67 USD | 73268.99 USD
2025-10-11 20:00:00+00:00 | LONG  | 110234.76 | 111165.25 |   751.10 USD | 74020.09 USD
2025-10-12 00:00:00+00:00 | LONG  | 109741.98 | 110135.30 |   309.41 USD | 74329.50 USD
2025-10-12 04:00:00+00:00 | SHORT | 111563.51 | 111840.21 |  -252.74 USD | 74076.75 USD
2025-10-12 08:00:00+00:00 | SHORT | 111426.66 | 111726.23 |  -271.17 USD | 73805.59 USD
2025-10-12 10:00:00+00:00 | SHORT | 111726.23 | 111801.32 |   -84.14 USD | 73721.44 USD
2025-10-12 11:00:00+00:00 | SHORT | 111870.45 | 111396.37 |   368.41 USD | 74089.85 USD
2025-10-12 17:00:00+00:00 | SHORT | 113885.87 | 114407.21 |  -446.19 USD | 73643.66 USD
2025-10-12 19:00:00+00:00 | SHORT | 114407.21 | 114971.55 |  -476.18 USD | 73167.49 USD
2025-10-12 21:00:00+00:00 | SHORT | 114971.55 | 115173.95 |  -182.95 USD | 72984.54 USD
2025-10-13 08:00:00+00:00 | SHORT | 115484.54 | 114941.89 |   406.79 USD | 73391.32 USD
2025-10-14 01:00:00+00:00 | LONG  | 114383.43 | 113584.58 |  -550.43 USD | 72840.89 USD
2025-10-14 02:00:00+00:00 | LONG  | 113828.17 | 113098.48 |  -546.31 USD | 72294.58 USD
2025-10-14 05:00:00+00:00 | SHORT | 112516.40 | 111616.82 |   700.81 USD | 72995.40 USD
2025-10-14 06:00:00+00:00 | SHORT | 112004.89 | 111930.25 |    38.91 USD | 73034.30 USD
2025-10-14 12:00:00+00:00 | LONG  | 110855.23 | 111547.57 |   548.26 USD | 73582.56 USD
2025-10-14 15:00:00+00:00 | SHORT | 112735.88 | 112859.01 |  -122.54 USD | 73460.02 USD
2025-10-14 17:00:00+00:00 | SHORT | 112859.01 | 112671.12 |   130.83 USD | 73590.86 USD
2025-10-14 18:00:00+00:00 | SHORT | 112831.91 | 112983.47 |  -145.64 USD | 73445.22 USD
2025-10-14 22:00:00+00:00 | SHORT | 113259.67 | 113029.12 |   164.84 USD | 73610.07 USD
2025-10-15 15:00:00+00:00 | LONG  | 110767.48 | 111173.74 |   315.39 USD | 73925.46 USD
2025-10-15 16:00:00+00:00 | LONG  | 110832.77 | 111540.35 |   567.77 USD | 74493.23 USD
2025-10-16 16:00:00+00:00 | LONG  | 109117.18 | 108595.62 |  -467.42 USD | 74025.80 USD
2025-10-16 18:00:00+00:00 | LONG  | 108595.62 | 107785.32 |  -555.19 USD | 73470.61 USD
2025-10-16 19:00:00+00:00 | LONG  | 108295.96 | 108437.54 |    98.02 USD | 73568.63 USD
2025-10-16 22:00:00+00:00 | LONG  | 107827.18 | 108791.62 |   800.45 USD | 74369.09 USD
2025-10-17 03:00:00+00:00 | SHORT | 109190.80 | 108397.35 |   653.20 USD | 75022.29 USD
2025-10-17 15:00:00+00:00 | SHORT | 106720.64 | 106415.62 |   245.52 USD | 75267.81 USD
2025-10-17 18:00:00+00:00 | LONG  | 106619.48 | 107090.89 |   393.41 USD | 75661.22 USD
2025-10-17 22:00:00+00:00 | SHORT | 107036.97 | 106839.51 |   151.78 USD | 75812.99 USD
2025-10-21 02:00:00+00:00 | LONG  | 109525.61 | 107843.02 |  -568.60 USD | 75244.40 USD
2025-10-21 07:00:00+00:00 | LONG  | 108122.02 | 107769.96 |  -328.83 USD | 74915.56 USD
2025-10-21 08:00:00+00:00 | LONG  | 107783.55 | 108563.48 |   655.15 USD | 75570.71 USD
2025-10-21 09:00:00+00:00 | LONG  | 107769.96 | 108604.48 |   708.81 USD | 76279.52 USD
2025-10-21 14:00:00+00:00 | SHORT | 112040.72 | 112841.40 |  -572.10 USD | 75707.43 USD
2025-10-21 15:00:00+00:00 | SHORT | 113351.04 | 112091.45 |  1028.89 USD | 76736.32 USD
2025-10-21 19:00:00+00:00 | SHORT | 111920.52 | 110947.35 |   811.03 USD | 77547.35 USD
2025-10-22 00:00:00+00:00 | SHORT | 108117.70 | 108344.38 |  -226.50 USD | 77320.85 USD
2025-10-22 14:00:00+00:00 | SHORT | 108796.16 | 108384.26 |   342.72 USD | 77663.57 USD
2025-10-22 21:00:00+00:00 | LONG  | 107200.10 | 107719.29 |   446.87 USD | 78110.45 USD
2025-10-23 17:00:00+00:00 | LONG  | 111233.19 | 110331.48 |  -585.83 USD | 77524.62 USD
2025-10-26 11:00:00+00:00 | SHORT | 113275.23 | 113723.44 |  -406.69 USD | 77117.93 USD
2025-10-26 12:00:00+00:00 | LONG  | 113605.49 | 113575.68 |   -48.43 USD | 77069.50 USD
2025-10-26 13:00:00+00:00 | LONG  | 113723.44 | 113693.72 |   -48.30 USD | 77021.20 USD
2025-10-28 00:00:00+00:00 | LONG  | 113948.38 | 113942.70 |   -27.91 USD | 76993.29 USD
2025-10-28 21:00:00+00:00 | LONG  | 113085.84 | 112963.19 |  -127.48 USD | 76865.81 USD
2025-10-29 15:00:00+00:00 | LONG  | 111546.14 | 111786.97 |   184.38 USD | 77050.19 USD
2025-10-29 18:00:00+00:00 | LONG  | 111056.45 | 111433.91 |   304.23 USD | 77354.42 USD
2025-10-30 07:00:00+00:00 | SHORT | 111356.84 | 110231.88 |   953.62 USD | 78308.04 USD
2025-10-30 12:00:00+00:00 | LONG  | 108398.95 | 108323.93 |   -91.24 USD | 78216.80 USD
2025-10-30 16:00:00+00:00 | LONG  | 108065.93 | 106886.43 |  -586.63 USD | 77630.17 USD
2025-10-30 23:00:00+00:00 | SHORT | 108300.60 | 109559.59 |  -582.23 USD | 77047.94 USD
2025-10-31 02:00:00+00:00 | LONG  | 108804.48 | 110130.75 |  1150.85 USD | 78198.79 USD
2025-10-31 03:00:00+00:00 | SHORT | 109224.19 | 109878.91 |  -586.49 USD | 77612.30 USD
2025-10-31 06:00:00+00:00 | SHORT | 109610.80 | 110014.44 |  -380.54 USD | 77231.76 USD
2025-10-31 07:00:00+00:00 | SHORT | 109461.16 | 109821.18 |  -340.69 USD | 76891.07 USD
2025-11-03 07:00:00+00:00 | LONG  | 107652.06 | 107120.59 |  -497.58 USD | 76393.49 USD
2025-11-03 08:00:00+00:00 | LONG  | 107483.84 | 107132.89 |  -334.71 USD | 76058.78 USD
2025-11-03 10:00:00+00:00 | LONG  | 107132.89 | 107775.34 |   547.32 USD | 76606.10 USD
2025-11-03 15:00:00+00:00 | LONG  | 105821.20 | 107464.05 |  1463.63 USD | 78069.73 USD
2025-11-04 08:00:00+00:00 | LONG  | 104000.14 | 103777.45 |  -232.38 USD | 77837.36 USD
2025-11-04 15:00:00+00:00 | LONG  | 103363.56 | 101085.31 |  -583.78 USD | 77253.58 USD
2025-11-04 18:00:00+00:00 | LONG  | 101419.16 | 100638.91 |  -579.40 USD | 76674.17 USD
2025-11-05 02:00:00+00:00 | SHORT | 101697.15 | 101941.55 |  -253.33 USD | 76420.84 USD
2025-11-05 03:00:00+00:00 | LONG  | 102118.27 | 101781.52 |  -337.94 USD | 76082.90 USD
2025-11-05 05:00:00+00:00 | LONG  | 101781.52 | 102066.14 |   243.12 USD | 76326.02 USD
2025-11-05 06:00:00+00:00 | LONG  | 102110.52 | 101742.43 |  -366.82 USD | 75959.20 USD
2025-11-05 08:00:00+00:00 | LONG  | 101742.43 | 101418.47 |  -325.12 USD | 75634.09 USD
2025-11-05 09:00:00+00:00 | SHORT | 101974.68 | 101998.88 |   -45.12 USD | 75588.96 USD
2025-11-05 13:00:00+00:00 | SHORT | 102965.23 | 103686.02 |  -566.92 USD | 75022.05 USD
2025-11-05 14:00:00+00:00 | SHORT | 103150.41 | 103905.55 |  -562.67 USD | 74459.38 USD
2025-11-05 15:00:00+00:00 | SHORT | 103686.02 | 103827.50 |  -149.34 USD | 74310.04 USD
2025-11-05 16:00:00+00:00 | SHORT | 103905.55 | 104308.32 |  -382.36 USD | 73927.68 USD
2025-11-05 17:00:00+00:00 | SHORT | 103827.50 | 104103.48 |  -267.81 USD | 73659.87 USD
2025-11-05 18:00:00+00:00 | SHORT | 104308.32 | 103851.60 |   381.06 USD | 74040.92 USD
2025-11-07 03:00:00+00:00 | SHORT | 101893.66 | 102368.59 |  -453.60 USD | 73587.33 USD
2025-11-07 04:00:00+00:00 | SHORT | 101889.54 | 101857.88 |     6.50 USD | 73593.83 USD
2025-11-07 11:00:00+00:00 | LONG  | 100313.25 | 100249.69 |   -80.37 USD | 73513.46 USD
2025-11-07 18:00:00+00:00 | SHORT | 102604.16 | 103746.35 |  -551.35 USD | 72962.11 USD
2025-11-07 21:00:00+00:00 | LONG  | 103814.83 | 103373.37 |  -409.72 USD | 72552.39 USD
2025-11-09 19:00:00+00:00 | SHORT | 104786.19 | 104523.22 |   205.83 USD | 72758.22 USD
2025-11-10 00:00:00+00:00 | SHORT | 106373.57 | 105904.96 |   378.83 USD | 73137.05 USD
2025-11-11 06:00:00+00:00 | LONG  | 105235.62 | 105133.02 |  -111.08 USD | 73025.97 USD
2025-11-11 09:00:00+00:00 | LONG  | 104920.53 | 105250.32 |   265.01 USD | 73290.98 USD
2025-11-11 15:00:00+00:00 | LONG  | 103478.74 | 103355.86 |  -130.78 USD | 73160.20 USD
2025-11-11 16:00:00+00:00 | LONG  | 103389.12 | 103397.54 |   -14.50 USD | 73145.70 USD
2025-11-11 17:00:00+00:00 | LONG  | 103355.86 | 103111.41 |  -238.20 USD | 72907.51 USD
2025-11-11 18:00:00+00:00 | LONG  | 103397.54 | 102809.60 |  -540.08 USD | 72367.43 USD
2025-11-11 19:00:00+00:00 | LONG  | 103111.41 | 102681.23 |  -399.11 USD | 71968.32 USD
2025-11-11 21:00:00+00:00 | LONG  | 102681.23 | 103035.60 |   288.88 USD | 72257.21 USD
2025-11-12 00:00:00+00:00 | LONG  | 102940.55 | 103117.41 |   133.50 USD | 72390.71 USD
