DATUM | TYP | VSTUPNI CENA | VYSTUPNI CENA | ZISK/ZTRATA USD | AKTUALNI BALANCE
2025-03-03 05:00:00+00:00 | LONG  | 93231.82 | 92395.46 |  -426.78 USD | 56477.21 USD
2025-03-03 06:00:00+00:00 | SHORT | 91387.09 | 91341.07 |    18.61 USD | 56495.82 USD
2025-03-03 07:00:00+00:00 | SHORT | 92395.46 | 91879.14 |   377.69 USD | 56873.51 USD
2025-03-03 08:00:00+00:00 | SHORT | 91341.07 | 92493.39 |  -426.55 USD | 56446.95 USD
2025-03-03 09:00:00+00:00 | SHORT | 91879.14 | 92667.03 |  -423.35 USD | 56023.60 USD
2025-03-03 19:00:00+00:00 | LONG  | 85657.05 | 85105.41 |  -420.18 USD | 55603.43 USD
2025-03-03 20:00:00+00:00 | LONG  | 85929.88 | 86709.21 |   613.68 USD | 56217.10 USD
2025-03-03 21:00:00+00:00 | LONG  | 85105.41 | 86016.41 |   735.35 USD | 56952.46 USD
2025-03-04 04:00:00+00:00 | LONG  | 83537.59 | 83824.10 |   227.08 USD | 57179.54 USD
2025-03-04 06:00:00+00:00 | LONG  | 83824.10 | 83836.31 |    -6.74 USD | 57172.80 USD
2025-03-04 07:00:00+00:00 | LONG  | 83106.38 | 83712.28 |   503.88 USD | 57676.68 USD
2025-03-04 12:00:00+00:00 | LONG  | 83773.77 | 83668.91 |  -107.55 USD | 57569.12 USD
2025-03-04 13:00:00+00:00 | LONG  | 82667.49 | 82764.75 |    67.39 USD | 57636.52 USD
2025-03-04 18:00:00+00:00 | SHORT | 86832.34 | 86717.05 |    78.37 USD | 57714.88 USD
2025-03-04 23:00:00+00:00 | SHORT | 87257.06 | 87596.60 |  -298.04 USD | 57416.84 USD
2025-03-05 00:00:00+00:00 | SHORT | 86752.53 | 87499.79 |  -430.63 USD | 56986.21 USD
2025-03-05 11:00:00+00:00 | SHORT | 89764.77 | 89484.78 |   205.09 USD | 57191.30 USD
2025-03-07 00:00:00+00:00 | SHORT | 85555.57 | 87352.16 |  -428.93 USD | 56762.37 USD
2025-03-07 09:00:00+00:00 | SHORT | 88965.38 | 88943.45 |     0.45 USD | 56762.82 USD
2025-03-07 10:00:00+00:00 | SHORT | 89211.19 | 89111.41 |    62.33 USD | 56825.16 USD
2025-03-07 11:00:00+00:00 | SHORT | 88943.45 | 89316.96 |  -315.34 USD | 56509.82 USD
2025-03-07 12:00:00+00:00 | SHORT | 89111.41 | 90461.63 |  -423.82 USD | 56086.00 USD
2025-03-07 14:00:00+00:00 | SHORT | 90461.63 | 87027.67 |  2644.48 USD | 58730.48 USD
2025-03-08 15:00:00+00:00 | SHORT | 86357.77 | 85918.03 |   356.21 USD | 59086.69 USD
2025-03-09 12:00:00+00:00 | LONG  | 84537.21 | 83594.88 |  -443.15 USD | 58643.54 USD
2025-03-09 15:00:00+00:00 | LONG  | 83052.21 | 82289.16 |  -439.83 USD | 58203.71 USD
2025-03-09 16:00:00+00:00 | LONG  | 82535.22 | 82697.81 |   125.86 USD | 58329.58 USD
2025-03-09 17:00:00+00:00 | LONG  | 82289.16 | 82561.70 |   223.98 USD | 58553.56 USD
2025-03-09 18:00:00+00:00 | LONG  | 82697.81 | 83050.17 |   294.29 USD | 58847.85 USD
2025-03-09 19:00:00+00:00 | LONG  | 82561.70 | 81810.59 |  -441.36 USD | 58406.49 USD
2025-03-10 06:00:00+00:00 | SHORT | 82358.85 | 81329.36 |   895.09 USD | 59301.58 USD
2025-03-10 08:00:00+00:00 | LONG  | 81329.36 | 82315.11 |   880.66 USD | 60182.24 USD
2025-03-10 09:00:00+00:00 | SHORT | 82369.44 | 83615.34 |  -451.37 USD | 59730.87 USD
2025-03-10 15:00:00+00:00 | LONG  | 80071.05 | 78535.38 |  -447.98 USD | 59282.89 USD
2025-03-11 03:00:00+00:00 | SHORT | 79451.77 | 80213.36 |  -444.62 USD | 58838.27 USD
2025-03-11 05:00:00+00:00 | SHORT | 80213.36 | 80423.31 |  -210.16 USD | 58628.11 USD
2025-03-11 06:00:00+00:00 | SHORT | 80145.77 | 81117.48 |  -439.71 USD | 58188.40 USD
2025-03-11 09:00:00+00:00 | SHORT | 81494.08 | 81693.25 |  -195.22 USD | 57993.18 USD
2025-03-11 11:00:00+00:00 | SHORT | 81693.25 | 81030.82 |   570.42 USD | 58563.59 USD
2025-03-11 19:00:00+00:00 | SHORT | 82996.88 | 83045.48 |   -60.44 USD | 58503.16 USD
2025-03-13 20:00:00+00:00 | LONG  | 80332.52 | 81337.15 |   896.99 USD | 59400.15 USD
2025-03-14 00:00:00+00:00 | SHORT | 81578.80 | 82075.72 |  -445.50 USD | 58954.64 USD
2025-03-14 01:00:00+00:00 | SHORT | 81566.78 | 81852.27 |  -275.61 USD | 58679.03 USD
2025-03-14 03:00:00+00:00 | SHORT | 81852.27 | 82131.67 |  -267.98 USD | 58411.05 USD
2025-03-14 04:00:00+00:00 | SHORT | 81944.30 | 82012.12 |   -77.96 USD | 58333.09 USD
2025-03-14 15:00:00+00:00 | SHORT | 84746.73 | 84346.99 |   326.43 USD | 58659.52 USD
2025-03-14 16:00:00+00:00 | SHORT | 84779.88 | 84600.01 |   137.97 USD | 58797.49 USD
2025-03-16 11:00:00+00:00 | LONG  | 82430.28 | 82571.04 |   107.86 USD | 58905.35 USD
2025-03-16 13:00:00+00:00 | LONG  | 82571.04 | 83346.25 |   673.61 USD | 59578.96 USD
2025-03-16 22:00:00+00:00 | LONG  | 82135.68 | 83053.02 |   813.90 USD | 60392.86 USD
2025-03-18 04:00:00+00:00 | LONG  | 82965.60 | 82469.52 |  -452.95 USD | 59939.91 USD
2025-03-18 14:00:00+00:00 | LONG  | 81799.00 | 81846.12 |    25.18 USD | 59965.10 USD
2025-03-19 01:00:00+00:00 | SHORT | 82708.38 | 83053.91 |  -331.14 USD | 59633.96 USD
2025-03-19 02:00:00+00:00 | SHORT | 82858.41 | 82957.09 |  -106.67 USD | 59527.29 USD
2025-03-19 19:00:00+00:00 | SHORT | 85317.53 | 85585.97 |  -251.97 USD | 59275.32 USD
2025-03-20 16:00:00+00:00 | LONG  | 83713.73 | 84094.70 |   319.42 USD | 59594.74 USD
2025-03-20 17:00:00+00:00 | LONG  | 84018.68 | 84188.12 |   132.36 USD | 59727.09 USD
2025-03-25 03:00:00+00:00 | LONG  | 86508.72 | 86741.47 |   182.95 USD | 59910.04 USD
2025-03-25 04:00:00+00:00 | LONG  | 86520.88 | 86592.95 |    44.41 USD | 59954.45 USD
2025-03-25 06:00:00+00:00 | LONG  | 86592.95 | 86722.45 |    94.10 USD | 60048.55 USD
2025-03-25 14:00:00+00:00 | SHORT | 87945.42 | 87822.28 |    87.08 USD | 60135.63 USD
2025-03-26 18:00:00+00:00 | LONG  | 86214.20 | 87169.66 |   815.02 USD | 60950.65 USD
2025-03-27 03:00:00+00:00 | SHORT | 87692.80 | 87313.09 |   311.62 USD | 61262.27 USD
2025-03-27 13:00:00+00:00 | LONG  | 86437.39 | 86969.80 |   453.31 USD | 61715.58 USD
2025-03-28 05:00:00+00:00 | LONG  | 86046.04 | 85196.10 |  -462.87 USD | 61252.71 USD
2025-03-28 14:00:00+00:00 | LONG  | 84176.02 | 83779.33 |  -379.20 USD | 60873.51 USD
2025-03-28 15:00:00+00:00 | LONG  | 84025.62 | 83907.96 |  -124.81 USD | 60748.70 USD
2025-03-28 16:00:00+00:00 | LONG  | 83779.33 | 83796.45 |    -2.71 USD | 60745.99 USD
2025-03-28 17:00:00+00:00 | LONG  | 83907.96 | 83789.86 |  -125.10 USD | 60620.89 USD
2025-03-28 18:00:00+00:00 | LONG  | 83796.45 | 83762.68 |   -48.72 USD | 60572.17 USD
2025-03-28 19:00:00+00:00 | LONG  | 83789.86 | 83947.09 |   123.90 USD | 60696.07 USD
2025-03-28 21:00:00+00:00 | LONG  | 83947.09 | 84346.38 |   342.66 USD | 61038.74 USD
2025-03-29 10:00:00+00:00 | LONG  | 82790.01 | 82403.22 |  -374.77 USD | 60663.96 USD
2025-03-29 12:00:00+00:00 | LONG  | 82403.22 | 82522.77 |    91.82 USD | 60755.78 USD
2025-03-30 00:00:00+00:00 | SHORT | 82764.91 | 83287.25 |  -455.67 USD | 60300.11 USD
2025-03-31 12:00:00+00:00 | SHORT | 82813.46 | 83497.83 |  -452.25 USD | 59847.86 USD
2025-04-02 04:00:00+00:00 | LONG  | 84555.05 | 84139.21 |  -385.87 USD | 59461.99 USD
2025-04-02 22:00:00+00:00 | SHORT | 82825.47 | 83144.14 |  -303.81 USD | 59158.18 USD
2025-04-02 23:00:00+00:00 | SHORT | 82599.96 | 83801.37 |  -443.69 USD | 58714.49 USD
2025-04-03 21:00:00+00:00 | SHORT | 82809.62 | 83105.13 |  -279.53 USD | 58434.96 USD
2025-04-03 22:00:00+00:00 | SHORT | 82658.25 | 83018.52 |  -335.89 USD | 58099.07 USD
2025-04-04 02:00:00+00:00 | SHORT | 82849.52 | 82697.43 |   115.89 USD | 58214.97 USD
2025-04-05 15:00:00+00:00 | LONG  | 82565.72 | 82846.68 |   230.16 USD | 58445.12 USD
2025-04-06 13:00:00+00:00 | LONG  | 82264.37 | 82554.34 |   239.99 USD | 58685.11 USD
2025-04-06 18:00:00+00:00 | LONG  | 78977.82 | 78810.00 |  -173.48 USD | 58511.63 USD
2025-04-06 19:00:00+00:00 | SHORT | 79597.07 | 78929.84 |   595.54 USD | 59107.17 USD
2025-04-06 20:00:00+00:00 | SHORT | 78810.00 | 77911.90 |   824.23 USD | 59931.40 USD
2025-04-07 00:00:00+00:00 | LONG  | 78291.72 | 78382.20 |    68.60 USD | 60000.01 USD
2025-04-07 02:00:00+00:00 | LONG  | 78382.20 | 76992.41 |  -450.00 USD | 59550.01 USD
2025-04-07 11:00:00+00:00 | LONG  | 76615.10 | 78259.16 |  1579.46 USD | 61129.47 USD
2025-04-07 12:00:00+00:00 | LONG  | 77292.45 | 78970.84 |  1640.93 USD | 62770.40 USD
2025-04-07 16:00:00+00:00 | LONG  | 77345.27 | 78321.78 |   971.80 USD | 63742.19 USD
2025-04-07 18:00:00+00:00 | LONG  | 78321.78 | 78813.86 |   481.47 USD | 64223.67 USD
2025-04-07 19:00:00+00:00 | SHORT | 78234.47 | 79300.49 |  -481.68 USD | 63741.99 USD
2025-04-07 20:00:00+00:00 | SHORT | 78813.86 | 79993.53 |  -478.06 USD | 63263.93 USD
2025-04-07 23:00:00+00:00 | SHORT | 79133.50 | 80670.87 |  -474.48 USD | 62789.45 USD
2025-04-08 02:00:00+00:00 | SHORT | 79891.25 | 80279.21 |  -399.98 USD | 62389.47 USD
2025-04-08 16:00:00+00:00 | LONG  | 77427.80 | 77226.83 |  -221.14 USD | 62168.32 USD
2025-04-08 20:00:00+00:00 | LONG  | 77014.82 | 76719.98 |  -316.16 USD | 61852.17 USD
2025-04-08 22:00:00+00:00 | LONG  | 76719.98 | 76443.74 |  -296.93 USD | 61555.23 USD
2025-04-08 23:00:00+00:00 | LONG  | 76261.38 | 75992.84 |  -289.41 USD | 61265.82 USD
2025-04-09 01:00:00+00:00 | LONG  | 75992.84 | 75003.03 |  -459.49 USD | 60806.33 USD
2025-04-09 02:00:00+00:00 | LONG  | 75568.71 | 76316.87 |   734.26 USD | 61540.59 USD
2025-04-09 06:00:00+00:00 | SHORT | 76756.55 | 77310.10 |  -461.55 USD | 61079.04 USD
2025-04-09 09:00:00+00:00 | SHORT | 77472.48 | 76133.12 |  1301.60 USD | 62380.64 USD
2025-04-09 10:00:00+00:00 | SHORT | 77440.68 | 76803.23 |   623.14 USD | 63003.78 USD
2025-04-09 17:00:00+00:00 | SHORT | 82134.93 | 82227.61 |  -107.77 USD | 62896.01 USD
2025-04-09 18:00:00+00:00 | SHORT | 81820.41 | 83112.91 |  -471.72 USD | 62424.29 USD
2025-04-09 19:00:00+00:00 | SHORT | 82227.61 | 83268.91 |  -468.18 USD | 61956.11 USD
2025-04-09 20:00:00+00:00 | SHORT | 83112.91 | 83020.63 |    67.40 USD | 62023.51 USD
2025-04-09 21:00:00+00:00 | SHORT | 83268.91 | 82527.41 |   671.78 USD | 62695.28 USD
2025-04-11 00:00:00+00:00 | LONG  | 79042.34 | 80246.23 |  1174.83 USD | 63870.11 USD
2025-04-11 02:00:00+00:00 | SHORT | 80246.23 | 80839.16 |  -479.03 USD | 63391.09 USD
2025-04-11 18:00:00+00:00 | SHORT | 83574.90 | 83822.80 |  -254.06 USD | 63137.02 USD
2025-04-12 15:00:00+00:00 | SHORT | 85001.02 | 84733.36 |   229.58 USD | 63366.60 USD
2025-04-13 13:00:00+00:00 | LONG  | 83510.00 | 83793.86 |   250.23 USD | 63616.83 USD
2025-04-14 03:00:00+00:00 | SHORT | 84494.98 | 84511.09 |   -34.25 USD | 63582.58 USD
2025-04-15 16:00:00+00:00 | LONG  | 84817.34 | 84194.03 |  -476.87 USD | 63105.71 USD
2025-04-15 17:00:00+00:00 | LONG  | 84512.10 | 84010.52 |  -473.29 USD | 62632.42 USD
2025-04-15 18:00:00+00:00 | LONG  | 84194.03 | 83947.07 |  -248.43 USD | 62383.99 USD
2025-04-15 19:00:00+00:00 | LONG  | 84010.52 | 84188.26 |   146.26 USD | 62530.25 USD
2025-04-15 23:00:00+00:00 | LONG  | 83628.12 | 83613.24 |   -32.67 USD | 62497.58 USD
2025-04-20 09:00:00+00:00 | LONG  | 84521.52 | 84126.89 |  -383.50 USD | 62114.08 USD
2025-04-21 00:00:00+00:00 | SHORT | 86634.29 | 87361.02 |  -465.86 USD | 61648.23 USD
2025-04-21 01:00:00+00:00 | SHORT | 87289.03 | 87203.05 |    57.41 USD | 61705.64 USD
2025-04-21 02:00:00+00:00 | LONG  | 87361.02 | 87332.19 |   -43.97 USD | 61661.66 USD
2025-04-21 04:00:00+00:00 | SHORT | 87332.19 | 87496.59 |  -163.59 USD | 61498.07 USD
2025-04-21 05:00:00+00:00 | SHORT | 87541.49 | 87435.68 |    74.47 USD | 61572.54 USD
2025-04-22 13:00:00+00:00 | SHORT | 90104.27 | 90849.25 |  -461.79 USD | 61110.75 USD
2025-04-22 14:00:00+00:00 | LONG  | 90839.11 | 90711.45 |  -125.69 USD | 60985.06 USD
2025-04-22 15:00:00+00:00 | LONG  | 90849.25 | 91491.87 |   520.92 USD | 61505.98 USD
2025-04-22 16:00:00+00:00 | SHORT | 90711.45 | 91533.45 |  -461.29 USD | 61044.68 USD
2025-04-22 23:00:00+00:00 | SHORT | 93477.90 | 92651.68 |   656.13 USD | 61700.81 USD
2025-04-23 08:00:00+00:00 | SHORT | 94301.22 | 93725.97 |   451.97 USD | 62152.78 USD
2025-04-24 08:00:00+00:00 | LONG  | 92018.95 | 92631.16 |   498.25 USD | 62651.03 USD
2025-04-28 01:00:00+00:00 | LONG  | 92955.26 | 93895.17 |   773.07 USD | 63424.10 USD
2025-04-30 13:00:00+00:00 | LONG  | 93088.82 | 94036.45 |   788.03 USD | 64212.13 USD
2025-05-03 23:00:00+00:00 | LONG  | 95881.33 | 96127.54 |   186.85 USD | 64398.97 USD
2025-05-04 22:00:00+00:00 | LONG  | 95021.29 | 94733.76 |  -262.91 USD | 64136.07 USD
2025-05-04 23:00:00+00:00 | LONG  | 94261.67 | 93939.50 |  -293.25 USD | 63842.82 USD
2025-05-05 14:00:00+00:00 | SHORT | 93890.40 | 94197.84 |  -280.47 USD | 63562.35 USD
2025-05-07 01:00:00+00:00 | LONG  | 97220.31 | 96498.41 |  -476.72 USD | 63085.63 USD
2025-05-07 17:00:00+00:00 | LONG  | 96284.98 | 96197.09 |   -90.90 USD | 62994.73 USD
2025-05-08 02:00:00+00:00 | LONG  | 98683.12 | 98968.37 |   208.71 USD | 63203.44 USD
2025-05-08 03:00:00+00:00 | SHORT | 99143.99 | 98761.02 |   286.21 USD | 63489.66 USD
2025-05-08 23:00:00+00:00 | SHORT | 103174.83 | 103076.30 |    56.74 USD | 63546.39 USD
2025-05-09 07:00:00+00:00 | LONG  | 103727.41 | 102919.92 |  -476.60 USD | 63069.80 USD
2025-05-11 00:00:00+00:00 | SHORT | 104408.38 | 103757.66 |   472.43 USD | 63542.23 USD
2025-05-12 15:00:00+00:00 | LONG  | 102535.01 | 102569.45 |     7.62 USD | 63549.85 USD
2025-05-13 20:00:00+00:00 | SHORT | 104629.62 | 104163.52 |   334.82 USD | 63884.67 USD
2025-05-15 07:00:00+00:00 | LONG  | 101819.85 | 101898.34 |    42.39 USD | 63927.05 USD
2025-05-15 17:00:00+00:00 | SHORT | 103981.28 | 103219.03 |   566.61 USD | 64493.66 USD
2025-05-18 15:00:00+00:00 | LONG  | 105519.20 | 104985.59 |  -427.03 USD | 64066.63 USD
2025-05-18 16:00:00+00:00 | LONG  | 105896.24 | 104397.53 |  -480.50 USD | 63586.13 USD
2025-05-19 16:00:00+00:00 | SHORT | 105357.73 | 104755.36 |   435.35 USD | 64021.48 USD
2025-05-19 17:00:00+00:00 | SHORT | 105401.85 | 105494.43 |   -89.50 USD | 63931.98 USD
2025-05-19 18:00:00+00:00 | SHORT | 104755.36 | 105450.17 |  -479.49 USD | 63452.49 USD
2025-05-19 19:00:00+00:00 | SHORT | 105494.43 | 105480.55 |    -8.60 USD | 63443.90 USD
2025-05-22 03:00:00+00:00 | SHORT | 111804.11 | 110906.14 |   617.91 USD | 64061.81 USD
2025-05-23 22:00:00+00:00 | LONG  | 107818.40 | 107375.98 |  -347.81 USD | 63714.00 USD
2025-05-23 23:00:00+00:00 | LONG  | 107249.30 | 107501.87 |   168.44 USD | 63882.44 USD
2025-05-24 04:00:00+00:00 | SHORT | 108522.95 | 107935.04 |   413.43 USD | 64295.87 USD
2025-05-24 12:00:00+00:00 | SHORT | 108812.92 | 109019.93 |  -172.19 USD | 64123.69 USD
2025-05-24 23:00:00+00:00 | LONG  | 107836.48 | 107694.92 |  -124.45 USD | 63999.23 USD
2025-05-25 00:00:00+00:00 | LONG  | 107457.78 | 107990.27 |   377.22 USD | 64376.45 USD
2025-05-25 01:00:00+00:00 | LONG  | 107694.92 | 108152.68 |   322.73 USD | 64699.18 USD
2025-05-26 00:00:00+00:00 | SHORT | 109490.80 | 109426.27 |    28.26 USD | 64727.44 USD
2025-05-26 19:00:00+00:00 | LONG  | 109144.56 | 109383.48 |   157.70 USD | 64885.13 USD
2025-05-27 01:00:00+00:00 | LONG  | 108389.38 | 108921.57 |   378.76 USD | 65263.90 USD
2025-05-27 09:00:00+00:00 | SHORT | 109864.35 | 109569.96 |   199.02 USD | 65462.92 USD
2025-05-28 14:00:00+00:00 | LONG  | 107550.10 | 107386.70 |  -143.96 USD | 65318.96 USD
2025-05-29 03:00:00+00:00 | SHORT | 108042.45 | 107692.27 |   245.04 USD | 65564.00 USD
2025-05-29 16:00:00+00:00 | LONG  | 106819.11 | 105939.45 |  -491.73 USD | 65072.27 USD
2025-05-29 17:00:00+00:00 | LONG  | 106313.73 | 105747.90 |  -452.44 USD | 64619.84 USD
2025-05-30 00:00:00+00:00 | LONG  | 104832.38 | 105998.98 |   879.50 USD | 65499.34 USD
2025-05-30 07:00:00+00:00 | LONG  | 104966.64 | 105641.78 |   506.96 USD | 66006.30 USD
2025-05-30 16:00:00+00:00 | LONG  | 103865.62 | 104884.77 |   789.78 USD | 66796.08 USD
2025-05-31 17:00:00+00:00 | SHORT | 104391.72 | 104736.58 |  -295.87 USD | 66500.22 USD
2025-06-01 17:00:00+00:00 | SHORT | 105116.31 | 105155.98 |   -51.32 USD | 66448.90 USD
2025-06-03 00:00:00+00:00 | SHORT | 106297.79 | 105749.87 |   408.21 USD | 66857.11 USD
2025-06-03 01:00:00+00:00 | SHORT | 106477.08 | 105528.22 |   724.68 USD | 67581.79 USD
2025-06-05 12:00:00+00:00 | SHORT | 105723.62 | 104598.79 |   878.51 USD | 68460.31 USD
2025-06-05 22:00:00+00:00 | LONG  | 101565.27 | 101938.40 |   293.84 USD | 68754.15 USD
2025-06-05 23:00:00+00:00 | LONG  | 101675.96 | 101896.62 |   165.89 USD | 68920.04 USD
2025-06-06 04:00:00+00:00 | SHORT | 102817.23 | 103220.32 |  -358.42 USD | 68561.62 USD
2025-06-06 05:00:00+00:00 | SHORT | 102992.28 | 103198.10 |  -191.84 USD | 68369.78 USD
2025-06-06 15:00:00+00:00 | SHORT | 105098.60 | 104994.86 |    63.85 USD | 68433.63 USD
2025-06-09 11:00:00+00:00 | SHORT | 107774.46 | 107159.19 |   467.82 USD | 68901.45 USD
2025-06-09 15:00:00+00:00 | SHORT | 107748.68 | 108397.20 |  -516.76 USD | 68384.69 USD
2025-06-09 21:00:00+00:00 | LONG  | 110035.60 | 110295.88 |   181.68 USD | 68566.37 USD
2025-06-09 22:00:00+00:00 | LONG  | 110192.80 | 109971.02 |  -193.07 USD | 68373.29 USD
2025-06-09 23:00:00+00:00 | LONG  | 110295.88 | 109815.76 |  -392.55 USD | 67980.75 USD
2025-06-11 19:00:00+00:00 | LONG  | 108727.84 | 108516.91 |  -185.25 USD | 67795.50 USD
2025-06-11 22:00:00+00:00 | LONG  | 108439.66 | 108724.73 |   202.45 USD | 67997.95 USD
2025-06-12 04:00:00+00:00 | LONG  | 107735.18 | 107927.97 |   131.70 USD | 68129.65 USD
2025-06-12 05:00:00+00:00 | LONG  | 107740.91 | 107611.70 |  -122.57 USD | 68007.08 USD
2025-06-12 11:00:00+00:00 | LONG  | 106926.75 | 106952.66 |     0.20 USD | 68007.28 USD
2025-06-12 12:00:00+00:00 | LONG  | 106977.47 | 107591.74 |   467.73 USD | 68475.01 USD
2025-06-12 13:00:00+00:00 | LONG  | 106952.66 | 107038.27 |    47.96 USD | 68522.97 USD
2025-06-12 22:00:00+00:00 | LONG  | 105914.19 | 103938.21 |  -513.92 USD | 68009.05 USD
2025-06-13 02:00:00+00:00 | SHORT | 103693.36 | 104493.47 |  -510.07 USD | 67498.98 USD
2025-06-13 17:00:00+00:00 | SHORT | 105451.61 | 105108.06 |   254.63 USD | 67753.61 USD
2025-06-13 23:00:00+00:00 | SHORT | 106087.94 | 105544.59 |   413.44 USD | 68167.05 USD
2025-06-17 06:00:00+00:00 | LONG  | 106847.61 | 106596.39 |  -220.79 USD | 67946.26 USD
2025-06-17 08:00:00+00:00 | LONG  | 106596.39 | 105980.78 |  -509.60 USD | 67436.67 USD
2025-06-17 09:00:00+00:00 | LONG  | 106154.62 | 105674.62 |  -401.39 USD | 67035.28 USD
2025-06-17 10:00:00+00:00 | LONG  | 105980.78 | 105537.69 |  -370.44 USD | 66664.84 USD
2025-06-17 15:00:00+00:00 | LONG  | 104269.55 | 103907.23 |  -309.56 USD | 66355.27 USD
2025-06-17 16:00:00+00:00 | LONG  | 103595.93 | 104426.35 |   644.97 USD | 67000.24 USD
2025-06-18 02:00:00+00:00 | SHORT | 104952.95 | 105455.44 |  -421.07 USD | 66579.17 USD
2025-06-18 03:00:00+00:00 | SHORT | 105189.99 | 105453.82 |  -228.71 USD | 66350.46 USD
2025-06-20 15:00:00+00:00 | LONG  | 104257.95 | 103201.91 |  -497.63 USD | 65852.84 USD
2025-06-20 16:00:00+00:00 | LONG  | 103778.61 | 103252.90 |  -436.74 USD | 65416.09 USD
2025-06-20 19:00:00+00:00 | LONG  | 103485.45 | 103564.11 |    42.53 USD | 65458.62 USD
2025-06-21 18:00:00+00:00 | LONG  | 102703.76 | 102852.41 |    98.79 USD | 65557.41 USD
2025-06-21 21:00:00+00:00 | LONG  | 101570.12 | 102282.41 |   555.00 USD | 66112.41 USD
2025-06-22 16:00:00+00:00 | SHORT | 99408.81 | 99488.34 |   -85.94 USD | 66026.47 USD
2025-06-22 17:00:00+00:00 | LONG  | 99566.68 | 98914.84 |  -495.20 USD | 65531.27 USD
2025-06-22 19:00:00+00:00 | LONG  | 98914.84 | 99235.08 |   245.54 USD | 65776.81 USD
2025-06-22 22:00:00+00:00 | SHORT | 100956.48 | 101042.84 |   -90.07 USD | 65686.74 USD
2025-06-23 00:00:00+00:00 | SHORT | 101042.84 | 101353.34 |  -272.02 USD | 65414.72 USD
2025-06-23 01:00:00+00:00 | SHORT | 101130.34 | 101157.53 |   -41.61 USD | 65373.11 USD
2025-06-23 03:00:00+00:00 | SHORT | 101157.53 | 101841.09 |  -490.30 USD | 64882.82 USD
2025-06-23 04:00:00+00:00 | SHORT | 101188.47 | 101976.61 |  -486.62 USD | 64396.19 USD
2025-06-23 05:00:00+00:00 | SHORT | 101841.09 | 101967.27 |  -119.05 USD | 64277.15 USD
2025-06-23 06:00:00+00:00 | SHORT | 101976.61 | 101925.40 |    21.07 USD | 64298.21 USD
2025-06-23 20:00:00+00:00 | SHORT | 103785.77 | 105721.00 |  -482.24 USD | 63815.98 USD
2025-06-23 21:00:00+00:00 | SHORT | 103789.20 | 105598.76 |  -478.62 USD | 63337.36 USD
2025-06-23 22:00:00+00:00 | LONG  | 105721.00 | 105202.18 |  -407.53 USD | 62929.83 USD
2025-06-23 23:00:00+00:00 | SHORT | 105598.76 | 105539.69 |    25.12 USD | 62954.95 USD
2025-06-24 00:00:00+00:00 | SHORT | 105202.18 | 104840.80 |   251.43 USD | 63206.38 USD
2025-06-29 11:00:00+00:00 | SHORT | 108460.78 | 108080.49 |   258.06 USD | 63464.44 USD
2025-06-30 14:00:00+00:00 | LONG  | 106958.11 | 107705.74 |   535.48 USD | 63999.92 USD
2025-07-01 14:00:00+00:00 | LONG  | 105939.23 | 106075.53 |    83.73 USD | 64083.65 USD
2025-07-02 16:00:00+00:00 | SHORT | 109483.18 | 109567.36 |   -80.82 USD | 64002.83 USD
2025-07-02 19:00:00+00:00 | SHORT | 109681.97 | 109495.54 |   116.78 USD | 64119.61 USD
2025-07-04 13:00:00+00:00 | LONG  | 108082.89 | 107681.70 |  -316.74 USD | 63802.88 USD
2025-07-04 19:00:00+00:00 | LONG  | 107492.01 | 107935.43 |   309.86 USD | 64112.73 USD
2025-07-09 19:00:00+00:00 | SHORT | 111779.75 | 110968.49 |   562.40 USD | 64675.13 USD
2025-07-10 17:00:00+00:00 | SHORT | 113822.91 | 113436.83 |   254.81 USD | 64929.95 USD
2025-07-10 21:00:00+00:00 | LONG  | 116458.03 | 115990.02 |  -345.65 USD | 64584.29 USD
2025-07-10 23:00:00+00:00 | LONG  | 115990.02 | 115946.54 |   -49.64 USD | 64534.66 USD
2025-07-11 05:00:00+00:00 | SHORT | 117886.61 | 117629.59 |   156.52 USD | 64691.18 USD
2025-07-11 07:00:00+00:00 | SHORT | 117629.59 | 118498.96 |  -485.18 USD | 64205.99 USD
2025-07-11 08:00:00+00:00 | SHORT | 117986.45 | 117994.60 |   -24.80 USD | 64181.19 USD
2025-07-14 04:00:00+00:00 | LONG  | 121369.86 | 122091.02 |   457.44 USD | 64638.62 USD
2025-07-14 05:00:00+00:00 | LONG  | 122454.95 | 122776.27 |   192.63 USD | 64831.25 USD
2025-07-14 06:00:00+00:00 | LONG  | 122091.02 | 122566.45 |   296.12 USD | 65127.37 USD
2025-07-15 09:00:00+00:00 | LONG  | 116748.39 | 117140.04 |   253.56 USD | 65380.93 USD
2025-07-15 17:00:00+00:00 | SHORT | 117387.28 | 116526.48 |   579.69 USD | 65960.62 USD
2025-07-15 23:00:00+00:00 | SHORT | 117763.38 | 117748.48 |    -9.35 USD | 65951.27 USD
2025-07-16 00:00:00+00:00 | SHORT | 118115.32 | 117289.07 |   556.90 USD | 66508.17 USD
2025-07-16 01:00:00+00:00 | SHORT | 117748.48 | 117493.41 |   160.13 USD | 66668.30 USD
2025-07-18 08:00:00+00:00 | LONG  | 118716.06 | 119241.27 |   348.68 USD | 67016.98 USD
2025-07-18 15:00:00+00:00 | LONG  | 117913.41 | 117703.74 |  -169.07 USD | 66847.92 USD
